Latitude;Longitude;Zone
43.27045;-2.26732;93
43.2847;-2.000591;23
43.27048;-2.36969;70
43.27048;-2.36969;70
43.27048;-2.36969;70
43.21893;-2.40476;37
43.22748;-2.4029;37
43.22744;-2.40304;37
43.27048;-2.36969;70
43.31105;-1.93971;18
43.28797;-2.03542;60
43.27048;-2.36969;70
43.27048;-2.36969;70
43.27071;-2.36964;70
43.21893;-2.40476;37
43.21893;-2.40476;37
43.27071;-2.36964;70
43.28797;-2.03542;60
43.21296;-2.412905;37
43.28797;-2.03542;60
43.27811;-2.36314;91
43.28449;-2.3443;58
43.28449;-2.3443;58
43.23545;-2.401279;37
43.23545;-2.401279;37
43.18735;-2.459319;39
43.3308;-1.79839;154
43.33747;-1.76448;6
43.33747;-1.76448;6
43.3308;-1.79839;154
43.3308;-1.79839;154
43.27773;-2.24759;43
43.3308;-1.79839;154
43.21296;-2.412905;37
43.3308;-1.79839;154
43.3308;-1.79839;154
43.21296;-2.412905;37
43.21296;-2.412905;37
43.24333;-2.39783;78
43.31564;-1.94916;18
43.27773;-2.24759;43
43.24333;-2.39783;78
43.27071;-2.36964;70
43.27773;-2.24759;43
43.24333;-2.39783;78
43.24333;-2.39783;78
43.33529;-1.773933;5
43.32761;-1.80965;95
43.27339;-2.256027;83
43.27071;-2.36964;70
43.27071;-2.36964;70
43.27071;-2.36964;70
43.28434;-2.34463;58
43.28434;-2.34463;58
43.21253;-2.03006;92
43.21253;-2.03006;92
43.21251;-2.030405;92
43.27773;-2.24759;43
43.19441;-2.43787;37
43.24333;-2.39783;78
43.33529;-1.773933;5
43.19431;-2.43773;37
43.2978;-1.977038;40
43.27773;-2.24759;43
43.24333;-2.39783;78
43.32761;-1.80965;95
43.187;-2.47727;39
43.33529;-1.773933;5
43.33529;-1.773933;5
43.33529;-1.773933;5
43.32761;-1.80965;95
43.22701;-2.02554;45
43.3171;-1.84226;14
43.33529;-1.773933;5
43.33529;-1.773933;5
43.32761;-1.80965;95
43.27773;-2.24759;43
43.32761;-1.80965;95
43.08306;-2.145374;113
43.187;-2.47727;39
43.31109;-1.93938;18
43.20685;-2.419713;37
43.33529;-1.773933;5
43.20685;-2.419713;37
43.29835;-2.00874;75
43.32761;-1.80965;95
43.23592;-2.40257;37
43.23592;-2.40257;37
43.23592;-2.40257;37
43.33179;-1.78634;129
43.25169;-2.39082;67
43.18735;-2.459319;39
43.18735;-2.459319;39
43.18735;-2.459319;39
43.18735;-2.459319;39
43.21296;-2.412905;37
43.33179;-1.78634;129
43.31914;-1.83151;9
43.33094;-1.79831;154
43.31914;-1.83151;9
43.28118;-2.191887;134
43.20703;-2.41971;37
43.28118;-2.191887;134
43.28118;-2.191887;134
43.28118;-2.191887;134
43.28118;-2.191887;134
43.27835;-2.170104;27
43.27835;-2.170104;27
43.26376;-2.3773;86
43.33094;-1.79831;154
43.31914;-1.83151;9
43.31914;-1.83151;9
43.33094;-1.79831;154
43.31914;-1.83151;9
43.31914;-1.83151;9
43.28316;-2.13512;144
43.33155;-1.84299;38
43.27773;-2.24759;43
43.27339;-2.256027;83
43.22701;-2.02554;45
43.31109;-1.93938;18
43.32779;-1.80964;95
43.31914;-1.83151;9
43.29852;-2.0086;75
43.2922;-2.0169;42
43.27339;-2.256027;83
43.21893;-2.40476;37
43.27071;-2.36964;70
43.27071;-2.36964;70
43.21893;-2.40476;37
43.21893;-2.40476;37
43.21893;-2.40476;37
43.21893;-2.40476;37
43.27773;-2.24759;43
43.21893;-2.40476;37
43.27773;-2.24759;43
43.27071;-2.36964;70
43.27773;-2.24759;43
43.27339;-2.256027;83
43.27773;-2.24759;43
43.30835;-1.92857;116
43.30835;-1.92857;116
43.30835;-1.92857;116
43.30835;-1.92857;116
43.30835;-1.92857;116
43.31914;-1.83151;9
43.31914;-1.83151;9
43.28116;-2.19191;134
43.18748;-2.45942;39
43.18748;-2.45942;39
43.27339;-2.256027;83
43.27773;-2.24759;43
43.31914;-1.83151;9
43.28116;-2.19191;134
43.27773;-2.24759;43
43.27773;-2.24759;43
43.27773;-2.24759;43
43.18748;-2.45942;39
43.32779;-1.80964;95
43.27339;-2.256027;83
43.27773;-2.24759;43
43.32779;-1.80964;95
43.32779;-1.80964;95
43.32779;-1.80964;95
43.32779;-1.80964;95
43.33168;-1.78644;129
43.24349;-2.39779;78
43.24349;-2.39779;78
43.27773;-2.24759;43
43.27773;-2.24759;43
43.24349;-2.39779;78
43.27773;-2.24759;43
43.23592;-2.40257;37
43.23592;-2.40257;37
43.27773;-2.24759;43
43.27773;-2.24759;43
43.27773;-2.24759;43
43.27773;-2.24759;43
43.33168;-1.78644;129
43.21869;-2.02474;56
43.11148;-2.092851;30
43.21869;-2.02474;56
43.11148;-2.092851;30
43.21869;-2.02474;56
43.21869;-2.02474;56
43.21869;-2.02474;56
43.21869;-2.02474;56
43.21869;-2.02474;56
43.33168;-1.78644;129
43.24555;-2.02276;26
43.24555;-2.02276;26
43.24555;-2.02276;26
43.24555;-2.02276;26
43.27773;-2.24759;43
43.27773;-2.24759;43
43.27773;-2.24759;43
43.27773;-2.24759;43
43.27773;-2.24759;43
43.27339;-2.256027;83
43.20703;-2.41971;37
43.20685;-2.419713;37
43.20685;-2.419713;37
43.27773;-2.24759;43
43.20685;-2.419713;37
43.20703;-2.41971;37
43.20703;-2.41971;37
43.27339;-2.256027;83
43.27339;-2.256027;83
43.20685;-2.419713;37
43.21296;-2.412905;37
43.21296;-2.412905;37
43.27773;-2.24759;43
43.28449;-2.3443;58
43.2922;-2.0169;42
43.25757;-2.38525;67
43.25757;-2.38525;67
43.3308;-1.79839;154
43.27339;-2.256027;83
43.27773;-2.24759;43
43.27762;-2.24771;43
43.27339;-2.256027;83
43.27025;-2.26745;93
43.28449;-2.3443;58
43.28449;-2.3443;58
43.27339;-2.256027;83
43.28797;-2.03542;60
43.3048;-1.89467;100
43.3048;-1.89467;100
43.23592;-2.40257;37
43.3308;-1.79839;154
43.3308;-1.79839;154
43.23592;-2.40257;37
43.29267;-2.06658;104
43.29267;-2.06658;104
43.29835;-2.00874;75
43.29835;-2.00874;75
43.32761;-1.80965;95
43.19431;-2.43773;37
43.19431;-2.43773;37
43.29267;-2.06658;104
43.2636;-2.27567;103
43.308;-1.90561;133
43.29639;-1.99537;23
43.27025;-2.26745;93
43.27025;-2.26745;93
43.27025;-2.26745;93
43.27025;-2.26745;93
43.29267;-2.06658;104
43.31914;-1.83151;9
43.31914;-1.83151;9
43.32128;-1.92267;20
43.08464;-2.31891;52
43.30895;-1.91667;118
43.27025;-2.26745;93
43.27025;-2.26745;93
43.28213;-2.122863;148
43.31088;-1.96974;19
43.31088;-1.96974;19
43.21296;-2.412905;37
43.21296;-2.412905;37
43.27025;-2.26745;93
43.27773;-2.24759;43
43.25169;-2.39082;67
43.29835;-2.00874;75
43.29852;-2.0086;75
43.31914;-1.83151;9
43.27071;-2.36964;70
43.27071;-2.36964;70
43.32779;-1.80964;95
43.28135;-2.11134;55
43.31541;-1.86419;124
43.28135;-2.11134;55
43.32779;-1.80964;95
43.29852;-2.0086;75
43.29852;-2.0086;75
43.29852;-2.0086;75
43.28662;-2.02457;42
43.28662;-2.02457;42
43.31548;-1.864192;124
43.31548;-1.864192;124
43.32449;-1.820457;95
43.28432;-2.10052;1
43.32436;-1.82079;95
43.27829;-2.17011;27
43.2811;-2.01876;12
43.29289;-2.18204;127
43.27688;-2.11286;55
43.27025;-2.26745;93
43.32436;-1.82079;95
43.27829;-2.17011;27
43.32436;-1.82079;95
43.21296;-2.412905;37
43.27025;-2.26745;93
43.32449;-1.820457;95
43.27025;-2.26745;93
43.32436;-1.82079;95
43.27025;-2.26745;93
43.28432;-2.10052;1
43.32449;-1.820457;95
43.28653;-2.08884;111
43.28653;-2.08884;111
43.28653;-2.08884;111
43.18735;-2.459319;39
43.31109;-1.93938;18
43.31109;-1.93938;18
43.19017;-2.447997;0
43.27025;-2.26745;93
43.27025;-2.26745;93
43.19017;-2.447997;0
43.19026;-2.448013;0
43.19017;-2.447997;0
43.19017;-2.447997;0
43.19017;-2.447997;0
43.19026;-2.448013;0
43.19026;-2.448013;0
43.19026;-2.448013;0
43.18735;-2.459319;39
43.18735;-2.459319;39
43.19026;-2.448013;0
43.28432;-2.10052;1
43.28918;-2.07766;15
43.3455;-1.79945;31
43.28797;-2.03542;60
43.28797;-2.03542;60
43.28432;-2.10052;1
43.28432;-2.10052;1
43.28653;-2.08884;111
43.28653;-2.08884;111
43.32436;-1.82079;95
43.32436;-1.82079;95
43.32779;-1.80964;95
43.32779;-1.80964;95
43.24555;-2.02276;26
43.31914;-1.83151;9
43.28653;-2.08884;111
43.32779;-1.80964;95
43.31914;-1.83151;9
43.31914;-1.83151;9
43.33094;-1.79831;154
43.28918;-2.07766;15
43.28933;-2.07762;15
43.27071;-2.36964;70
43.27071;-2.36964;70
43.28918;-2.07766;15
43.28918;-2.07766;15
43.28432;-2.10052;1
43.28447;-2.100434;1
43.28577;-2.35533;34
43.28933;-2.07762;15
43.21296;-2.412905;37
43.21296;-2.412905;37
43.21296;-2.412905;37
43.28797;-2.03542;60
43.28213;-2.122863;148
43.28797;-2.03542;60
43.28797;-2.03542;60
43.28213;-2.122863;148
43.28213;-2.122863;148
43.21296;-2.412905;37
43.24349;-2.39779;78
43.2128;-2.41322;37
43.2128;-2.41322;37
43.28664;-2.0888;111
43.29488;-2.0559;104
43.24349;-2.39779;78
43.30872;-1.91785;118
43.30872;-1.91785;118
43.29021;-2.01925;42
43.29021;-2.01925;42
43.29021;-2.01925;42
43.19431;-2.43773;37
43.29267;-2.06658;104
43.28653;-2.08884;111
43.28447;-2.100434;1
43.29488;-2.0559;104
43.29488;-2.0559;104
43.29488;-2.0559;104
43.28447;-2.100434;1
43.28447;-2.100434;1
43.29488;-2.0559;104
43.28447;-2.100434;1
43.29488;-2.0559;104
43.28145;-2.11138;55
43.29488;-2.0559;104
43.29488;-2.0559;104
43.29488;-2.0559;104
43.28145;-2.11138;55
43.28145;-2.11138;55
43.28145;-2.11138;55
43.28145;-2.11138;55
43.29488;-2.0559;104
43.28145;-2.11138;55
43.20685;-2.419713;37
43.20685;-2.419713;37
43.27773;-2.24759;43
43.29304;-2.04414;71
43.28145;-2.11138;55
43.28145;-2.11138;55
43.28145;-2.11138;55
43.29304;-2.04414;71
43.28145;-2.11138;55
43.28145;-2.11138;55
43.29304;-2.04414;71
43.29304;-2.04414;71
43.21296;-2.412905;37
43.21296;-2.412905;37
43.29835;-2.00874;75
43.29835;-2.00874;75
43.28797;-2.03542;60
43.33514;-1.77408;5
43.28145;-2.11138;55
43.28145;-2.11138;55
43.29488;-2.0559;104
43.29488;-2.0559;104
43.29488;-2.0559;104
43.28145;-2.11138;55
43.33514;-1.77408;5
43.33514;-1.77408;5
43.29835;-2.00874;75
43.29835;-2.00874;75
43.33529;-1.773933;5
43.32761;-1.80965;95
43.28434;-2.34463;58
43.32761;-1.80965;95
43.33529;-1.773933;5
43.33529;-1.773933;5
43.32761;-1.80965;95
43.30836;-1.928468;116
43.27071;-2.36964;70
43.33747;-1.76448;6
43.29627;-1.99529;23
43.29627;-1.99529;23
43.30836;-1.928468;116
43.30836;-1.928468;116
43.28447;-2.100434;1
43.21296;-2.412905;37
43.27071;-2.36964;70
43.28447;-2.100434;1
43.27071;-2.36964;70
43.29256;-2.06658;104
43.28447;-2.100434;1
43.31914;-1.83151;9
43.33747;-1.76448;6
43.29835;-2.00874;75
43.29835;-2.00874;75
43.28653;-2.08884;111
43.28653;-2.08884;111
43.28933;-2.07762;15
43.28933;-2.07762;15
43.28933;-2.07762;15
43.28653;-2.08884;111
43.27339;-2.256027;83
43.28933;-2.07762;15
43.28653;-2.08884;111
43.25757;-2.38525;67
43.25757;-2.38525;67
43.33747;-1.76448;6
43.25757;-2.38525;67
43.2847;-2.33205;59
43.33747;-1.76448;6
43.32128;-1.922407;20
43.29835;-2.00874;75
43.29835;-2.00874;75
43.2833;-2.320741;17
43.28447;-2.100434;1
43.28933;-2.07762;15
43.28933;-2.07762;15
43.33747;-1.76448;6
43.26412;-2.29552;110
43.33747;-1.76448;6
43.29267;-2.06658;104
43.33727;-1.76458;6
43.28432;-2.10052;1
43.28447;-2.100434;1
43.29639;-1.99537;23
43.28434;-2.34463;58
43.28213;-2.122863;148
43.28447;-2.100434;1
43.28213;-2.122863;148
43.28447;-2.100434;1
43.28213;-2.122863;148
43.28663;-2.17623;117
43.28213;-2.122863;148
43.28447;-2.100434;1
43.28213;-2.122863;148
43.28447;-2.100434;1
43.28213;-2.122863;148
43.28447;-2.100434;1
43.21296;-2.412905;37
43.28447;-2.100434;1
43.28213;-2.122863;148
43.21296;-2.412905;37
43.21296;-2.412905;37
43.28222;-2.12287;148
43.28434;-2.34463;58
43.33963;-1.753419;6
43.28222;-2.12287;148
43.28662;-2.02457;42
43.22748;-2.4029;37
43.28434;-2.34463;58
43.28662;-2.02457;42
43.2867;-2.02466;42
43.29639;-1.99537;23
43.2867;-2.02466;42
43.2867;-2.02466;42
43.28117;-2.14584;27
43.28117;-2.14584;27
43.28449;-2.3443;58
43.28447;-2.100434;1
43.22748;-2.4029;37
43.29256;-2.06658;104
43.23597;-2.40268;37
43.28176;-2.17911;117
43.28176;-2.17911;117
43.29639;-1.99537;23
43.28176;-2.17911;117
43.28176;-2.17911;117
43.20685;-2.419713;37
43.20685;-2.419713;37
43.29488;-2.0559;104
43.28312;-2.3204;17
43.29639;-1.99537;23
43.28653;-2.08884;111
43.32807;-1.854007;66
43.28303;-2.21507;24
43.28653;-2.08884;111
43.20097;-2.430067;37
43.28653;-2.08884;111
43.28653;-2.08884;111
43.23592;-2.40257;37
43.29835;-2.00874;75
43.29835;-2.00874;75
43.28653;-2.08884;111
43.28653;-2.08884;111
43.28135;-2.11134;55
43.28135;-2.11134;55
43.28135;-2.11134;55
43.27339;-2.256027;83
43.28653;-2.08884;111
43.28577;-2.35533;34
43.33727;-1.76458;6
43.29627;-1.99529;23
43.29627;-1.99529;23
43.29835;-2.00874;75
43.29639;-1.99537;23
43.29639;-1.99537;23
43.29835;-2.00874;75
43.29639;-1.99537;23
43.30836;-1.928468;116
43.29639;-1.99537;23
43.30836;-1.928468;116
43.29835;-2.00874;75
43.29835;-2.00874;75
43.29835;-2.00874;75
43.28664;-2.0888;111
43.28664;-2.0888;111
43.28664;-2.0888;111
43.29639;-1.99537;23
43.29835;-2.00874;75
43.20109;-2.43002;37
43.28933;-2.07762;15
43.20109;-2.43002;37
43.28118;-2.191887;134
43.28118;-2.191887;134
43.28933;-2.07762;15
43.20109;-2.43002;37
43.20109;-2.43002;37
43.29835;-2.00874;75
43.29835;-2.00874;75
43.30835;-1.92857;116
43.30835;-1.92857;116
43.30835;-1.92857;116
43.30835;-1.92857;116
43.30835;-1.92857;116
43.29835;-2.00874;75
43.30895;-1.91667;118
43.29267;-2.06658;104
43.29267;-2.06658;104
43.2128;-2.41322;37
43.29639;-1.99537;23
43.29627;-1.99529;23
43.27835;-2.170104;27
43.27835;-2.170104;27
43.28145;-2.11138;55
43.29267;-2.06658;104
43.28213;-2.122863;148
43.22744;-2.40304;37
43.27835;-2.170104;27
43.27071;-2.36964;70
43.22744;-2.40304;37
43.28145;-2.11138;55
43.2594;-2.28593;94
43.29267;-2.06658;104
43.28213;-2.122863;148
43.22744;-2.40304;37
43.29639;-1.99537;23
43.29835;-2.00874;75
43.27939;-2.157159;27
43.27939;-2.157159;27
43.19017;-2.447997;0
43.28797;-2.03542;60
43.19017;-2.447997;0
43.28663;-2.17623;117
43.28663;-2.17623;117
43.29825;-1.97683;40
43.29825;-1.97683;40
43.28663;-2.17623;117
43.29835;-2.00874;75
43.29835;-2.00874;75
43.29267;-2.06658;104
43.28213;-2.122863;148
43.29267;-2.06658;104
43.29267;-2.06658;104
43.29267;-2.06658;104
43.28213;-2.122863;148
43.28663;-2.17623;117
43.29835;-2.00874;75
43.31114;-1.96993;19
43.29835;-2.00874;75
43.28663;-2.17623;117
43.29835;-2.00874;75
43.29304;-2.04414;71
43.29835;-2.00874;75
43.29304;-2.04414;71
43.28797;-2.03542;60
43.28797;-2.03542;60
43.29304;-2.04414;71
43.28663;-2.17623;117
43.29835;-2.00874;75
43.29291;-2.016993;42
43.29835;-2.00874;75
43.28663;-2.17623;117
43.29291;-2.016993;42
43.29835;-2.00874;75
43.2922;-2.0169;42
43.1648;-2.06595;13
43.1648;-2.06595;13
43.28797;-2.03542;60
43.20685;-2.419713;37
43.28663;-2.17623;117
43.29835;-2.00874;75
43.28663;-2.17623;117
43.29852;-2.0086;75
43.28214;-2.23739;82
43.28214;-2.23739;82
43.28214;-2.23739;82
43.27339;-2.256027;83
43.28663;-2.17623;117
43.29835;-2.00874;75
43.28663;-2.17623;117
43.29639;-1.99537;23
43.29835;-2.00874;75
43.29639;-1.99537;23
43.29835;-2.00874;75
43.02728;-2.22077;74
43.02728;-2.22077;74
43.27773;-2.24759;43
43.28135;-2.11134;55
43.27773;-2.24759;43
43.27762;-2.24771;43
43.20685;-2.419713;37
43.27762;-2.24771;43
43.28135;-2.11134;55
43.28135;-2.11134;55
43.20685;-2.419713;37
43.28663;-2.17623;117
43.31088;-1.96974;19
43.29835;-2.00874;75
43.29835;-2.00874;75
43.28213;-2.122863;148
43.295;-2.0557;104
43.28213;-2.122863;148
43.28213;-2.122863;148
43.28449;-2.3443;58
43.28213;-2.122863;148
43.28213;-2.122863;148
43.295;-2.0557;104
43.29835;-2.00874;75
43.29835;-2.00874;75
43.29852;-2.0086;75
43.29852;-2.0086;75
43.29835;-2.00874;75
43.28797;-2.03542;60
43.28213;-2.122863;148
43.28797;-2.03542;60
43.28797;-2.03542;60
43.27339;-2.256027;83
43.28213;-2.122863;148
43.28797;-2.03542;60
43.28797;-2.03542;60
43.28797;-2.03542;60
43.28797;-2.03542;60
43.28797;-2.03542;60
43.28213;-2.122863;148
43.28797;-2.03542;60
43.28213;-2.122863;148
43.27339;-2.256027;83
43.27339;-2.256027;83
43.29835;-2.00874;75
43.29835;-2.00874;75
43.308;-1.90561;133
43.2932;-2.044354;71
43.29304;-2.04414;71
43.29835;-2.00874;75
43.29835;-2.00874;75
43.29835;-2.00874;75
43.29835;-2.00874;75
43.295;-2.0557;104
43.28316;-2.13512;144
43.295;-2.0557;104
43.28316;-2.13512;144
43.28316;-2.13512;144
43.28316;-2.13512;144
43.28116;-2.19191;134
43.28316;-2.13512;144
43.22748;-2.4029;37
43.22748;-2.4029;37
43.23597;-2.40268;37
43.29835;-2.00874;75
43.29835;-2.00874;75
43.28117;-2.14584;27
43.2932;-2.044354;71
43.27811;-2.36314;91
43.2932;-2.044354;71
43.28117;-2.14584;27
43.27811;-2.36314;91
43.27811;-2.36314;91
43.28449;-2.3443;58
43.28117;-2.14584;27
43.2932;-2.044354;71
43.28316;-2.13512;144
43.28316;-2.13512;144
43.28316;-2.13512;144
43.28316;-2.13512;144
43.28316;-2.13512;144
43.2932;-2.044354;71
43.2932;-2.044354;71
43.28117;-2.14584;27
43.27811;-2.36314;91
43.28449;-2.3443;58
43.29835;-2.00874;75
43.29835;-2.00874;75
43.31105;-1.93971;18
43.29835;-2.00874;75
43.29835;-2.00874;75
43.29835;-2.00874;75
43.29627;-1.99529;23
43.29627;-1.99529;23
43.29835;-2.00874;75
43.29835;-2.00874;75
43.29835;-2.00874;75
43.28297;-2.2153;24
43.28297;-2.2153;24
43.28297;-2.2153;24
43.25741;-2.38517;67
43.27762;-2.24771;43
43.27762;-2.24771;43
43.27762;-2.24771;43
43.25741;-2.38517;67
43.25741;-2.38517;67
43.30757;-1.884196;25
43.29835;-2.00874;75
43.30757;-1.884196;25
43.30757;-1.884196;25
43.25741;-2.38517;67
43.25184;-2.39051;67
43.28137;-2.20357;24
43.28137;-2.20357;24
43.28797;-2.03542;60
43.28797;-2.03542;60
43.18735;-2.459319;39
43.29835;-2.00874;75
43.29835;-2.00874;75
43.28797;-2.03542;60
43.28797;-2.03542;60
43.28797;-2.03542;60
43.25757;-2.38525;67
43.20109;-2.43002;37
43.2847;-2.33205;59
43.2847;-2.33205;59
43.25757;-2.38525;67
43.20109;-2.43002;37
43.20109;-2.43002;37
43.28797;-2.03542;60
43.29835;-2.00874;75
43.29835;-2.00874;75
43.29835;-2.00874;75
43.2867;-2.02466;42
43.2867;-2.02466;42
43.29627;-1.99529;23
43.30872;-1.91785;118
43.28797;-2.03542;60
43.28797;-2.03542;60
43.28797;-2.03542;60
43.29835;-2.00874;75
43.29627;-1.99529;23
43.27813;-2.01294;12
43.29835;-2.00874;75
43.29639;-1.99537;23
43.29835;-2.00874;75
43.28522;-2.22629;147
43.28137;-2.20357;24
43.28137;-2.20357;24
43.28137;-2.20357;24
43.19431;-2.43773;37
43.25169;-2.39082;67
43.25169;-2.39082;67
43.32895;-1.832582;130
43.29835;-2.00874;75
43.28933;-2.07762;15
43.28933;-2.07762;15
43.28933;-2.07762;15
43.29256;-2.06658;104
43.28933;-2.07762;15
43.29256;-2.06658;104
43.2847;-2.33205;59
43.31243;-1.891866;53
43.31243;-1.891866;53
43.29835;-2.00874;75
43.29835;-2.00874;75
43.29852;-2.0086;75
43.26413;-2.29532;110
43.26413;-2.29532;110
43.26413;-2.29532;110
43.2932;-2.044354;71
43.31595;-1.94908;18
43.31595;-1.94908;18
43.06419;-2.16688;54
43.29627;-1.99529;23
43.23592;-2.40257;37
43.23592;-2.40257;37
43.27744;-2.31104;119
43.27744;-2.31104;119
43.22748;-2.4029;37
43.23597;-2.40268;37
43.22748;-2.4029;37
43.23597;-2.40268;37
43.20703;-2.41971;37
43.29304;-2.04414;71
43.28116;-2.19191;134
43.29304;-2.04414;71
43.19431;-2.43773;37
43.31243;-1.891866;53
43.29825;-1.97683;40
43.30895;-1.91667;118
43.31751;-1.91237;29
43.31751;-1.91237;29
43.29488;-2.0559;104
43.25757;-2.38525;67
43.25757;-2.38525;67
